OLN	uniprotID	SGD_id	length
YNR010W	P33308	S000005293	149
YKL049C	P36012	S000001532	229
YLR087C	Q12150	S000004077	2958
YBR036C	P35206	S000000240	410
YBR161W	P38287	S000000365	376
YMR025W	Q04368	S000004627	295
YOL007C	Q08054	S000005367	341
YNL232W	P53859	S000005176	292
YCR086W	P25651	S000000682	190
YIL132C	P40465	S000001394	213
YMR048W	Q04659	S000004651	317
YPL200W	Q08955	S000006121	156
YJR084W	P47130	S000003844	423
YDR179C	Q03981	S000002586	162
YLR380W	Q06705	S000004372	408
YPR030W	Q12734	S000006234	1121
YBR042C	P38226	S000000246	397
YIL036W	P40535	S000001298	587
YLR394W	Q06032	S000004386	482
YDR256C	P15202	S000002664	515
YMR094W	P35203	S000004700	478
YMR078C	P49956	S000004683	741
YPL018W	Q02732	S000005939	369
YLR381W	Q12748	S000004373	733
YPR135W	Q01454	S000006339	927
YHR191C	P38877	S000001234	133
YDR151C	P47976	S000002558	325
YPL181W	Q08923	S000006102	506
YKL139W	Q03957	S000001622	528
YJL006C	P46962	S000003543	323
YML112W	P46963	S000004580	296
YMR180C	Q03220	S000004792	320
YHR109W	P38818	S000001151	585
YBR291C	P38152	S000000495	299
YPR124W	P49573	S000006328	406
YHR175W	P38865	S000001218	189
YLR411W	Q06686	S000004403	241
YCR054C	P25355	S000000650	563
YOL145C	P89105	S000005505	1077
YLR286C	P29029	S000004276	562
YDR371W	Q06350	S000002779	511
YGR088W	P06115	S000003320	562
YMR264W	P38428	S000004877	203
YKL090W	P36075	S000001573	443
YGL110C	P53137	S000003078	624
YML101C	Q04201	S000004568	117
YOR042W	Q08412	S000005568	411
YGR003W	P53202	S000003235	744
YHR053C	P0CX80	S000001095	61
YHR055C	P0CX81	S000001097	61
YGL166W	P15315	S000003134	225
YPL177C	P41817	S000006098	306
YPR158W	Q06469	S000006362	252
YMR240C	Q02554	S000004853	436
YNL286W	P53830	S000005230	285
YNL155W	P53899	S000005099	274
YDR163W	Q03772	S000002570	175
YDR482C	Q03375	S000002890	135
YGR278W	P53333	S000003510	577
YGL128C	P52868	S000003096	283
YLR323C	P53769	S000004315	259
YNL245C	P53854	S000005189	179
YPL064C	Q02770	S000005985	301
YDL209C	Q12046	S000002368	339
YCL007C	P25603	S000000513	130
YGL027C	P53008	S000002995	833
YCR017C	P25618	S000000610	953
YKL096W	P28319	S000001579	239
YKL096W-A	P43497	S000001956	92
YML054C	P00175	S000004518	591
YNL111C	P40312	S000005055	120
YJR048W	P00044	S000003809	109
YOR037W	P38909	S000005563	366
YAL039C	P06182	S000000037	269
YEL039C	P00045	S000000765	113
YBR112C	P14922	S000000316	966
YDL117W	Q07533	S000002275	885
YDR430C	P32898	S000002838	989
YJL005W	P08678	S000003542	2026
YAL012W	P31373	S000000010	394
YGR155W	P32582	S000003387	507
YOR065W	P07143	S000005591	309
YKL087C	Q00873	S000001570	224
YDR016C	Q12248	S000002423	94
YKR083C	P36162	S000001791	133
YBR233W-A	P69850	S000007595	94
YDR320C-A	P69851	S000007604	72
YML070W	P54838	S000004535	584
YFL053W	P43550	S000001841	591
YIR027C	P32375	S000001466	460
YIR029W	P25335	S000001468	343
YIR032C	P32459	S000001471	195
YIR028W	Q04895	S000001467	635
YJR152W	P15365	S000003913	543
YIR031C	P21826	S000001470	554
YKR034W	P26343	S000001742	269
YIR023W	P21657	S000001462	970
YNL314W	P21705	S000005258	255
YGR113W	P53267	S000003345	343
YJR150C	P47178	S000003911	298
YJR151C	P47179	S000003912	1161
YPL170W	Q12091	S000006091	152
YHR028C	P18962	S000001070	818
YJL149W	P47005	S000003685	663
YDR020C	Q12084	S000002427	232
YML113W	P13483	S000004581	248
YGR092W	P22204	S000003324	572
YPR111W	P32328	S000006315	564
YDR052C	P32325	S000002459	704
YPL119C	P24784	S000006040	617
YDL031W	Q12389	S000002189	995
YNL112W	P24783	S000005056	546
YGL078C	P20447	S000003046	523
YOR046C	P20449	S000005572	482
YNR038W	P53734	S000005321	629
YKR024C	P36120	S000001732	742
YHR169W	P38719	S000001212	431
YLR276C	Q06218	S000004266	594
YKL149C	P24309	S000001632	405
YCL016C	P25559	S000000521	380
YHR144C	P06773	S000001187	312
YIR030C	P32460	S000001469	244
YOR180C	Q08558	S000005706	271
YLR128W	Q12395	S000004118	269
YOL149W	Q12517	S000005509	231
YNL118C	P53550	S000005062	970
YLR361C	Q05924	S000004353	578
YLR270W	Q06151	S000004260	350
YOR173W	Q12123	S000005699	353
YFR012W	P43595	S000001908	202
YKL046C	P36091	S000001529	449
YPL194W	Q08949	S000006115	612
YER143W	P40087	S000000945	428
YFL061W	P0CH63	S000001833	225
YNL335W	P0CH64	S000005279	225
YOR163W	Q99321	S000005689	188
YOL052C-A	P89113	S000005413	61
YMR173W	P18899	S000004784	430
YOR204W	P06634	S000005730	604
YHR019C	P38707	S000001061	554
YKL054C	P35732	S000001537	738
YFL001W	P31115	S000001895	442
YAL013W	P31385	S000000011	405
YBR201W	P38307	S000000405	211
YDR051C	Q99288	S000002458	334
YIL049W	P40526	S000001311	253
YOR030W	Q99234	S000005556	619
YMR238W	Q05031	S000004851	458
YDR411C	Q12743	S000002819	341
YOR236W	P07807	S000005762	211
YOR245C	Q08650	S000005771	418
YOR311C	Q12382	S000005838	290
YNL130C-A	Q3E808	S000028579	48
YKL121W	P32330	S000001604	852
YDL160C	P39517	S000002319	506
YKL078W	P36009	S000001561	735
YMR316W	P54005	S000004935	336
YOR080W	Q08496	S000005606	732
YDL024C	P52290	S000002182	468
YHR011W	P38705	S000001053	446
YPR082C	Q06819	S000006286	143
YLR348C	Q06143	S000004340	298
YKR035W-A	P69771	S000006435	204
YKL002W	P36108	S000001485	232
YGR227W	P50076	S000003459	525
YLR437C	O13577	S000004429	133
YPL049C	Q03063	S000005970	452
YDR480W	Q03373	S000002888	323
YPL266W	P41819	S000006187	318
YDR263C	Q12086	S000002671	430
YLR129W	Q12220	S000004119	943
YPL265W	P53388	S000006186	608
YOL021C	Q08162	S000005381	1001
YDR403W	P21623	S000002811	536
YDR402C	P21595	S000002810	489
YIR004W	P40564	S000001443	432
YDL174C	P32891	S000002333	587
YDL178W	P46681	S000002337	530
YEL071W	P39976	S000000797	496
YJL065C	P40366	S000003601	167
YMR126C	Q04216	S000004733	342
YHR115C	P38823	S000001157	416
YNL116W	P53924	S000005060	522
YER179W	P25453	S000000981	334
YMR211W	Q03652	S000004824	475
YHR164C	P38859	S000001207	1522
YER166W	P32660	S000000968	1571
YDR093W	Q12675	S000002500	1612
YMR162C	Q12674	S000004772	1656
YOR005C	Q08387	S000005531	944
YLL001W	P54861	S000003924	757
YKL213C	P36037	S000001696	715
YDR069C	P32571	S000002476	926
YGL240W	P53068	S000003209	250
YHR044C	P38774	S000001086	246
YHR043C	P38773	S000001085	246
YNL001W	P33309	S000004946	386
YDR273W	Q05610	S000002681	365
YDR141C	Q03921	S000002548	1698
YDR068W	P54858	S000002475	310
YDR440W	Q04089	S000002848	582
YIL010W	P40553	S000001272	215
YER088C	P40059	S000000890	670
YJL090C	P47027	S000003626	764
YPR175W	P24482	S000006379	689
YBR278W	P27344	S000000482	201
YDR121W	Q04603	S000002528	196
YIL103W	P40487	S000001365	425
YKL191W	P32461	S000001674	534
YLR172C	P32469	S000004162	300
YLR143W	Q12429	S000004133	685
YDR294C	Q05567	S000002702	589
YPR183W	P14020	S000006387	267
YDR284C	Q05521	S000002692	289
YLL018C	P04802	S000003941	557
YKR071C	P36152	S000001779	348
YGR093W	P53255	S000003325	507
YLL008W	P32892	S000003931	752
YAL026C	P39524	S000000024	1355
YGL196W	P53095	S000003164	428
YER124C	P40077	S000000926	573
YHR143W	P38844	S000001186	325
YOR264W	Q08729	S000005790	430
YNR067C	P53753	S000005350	1117
YEL070W	P0CX08	S000000796	502
YBR007C	P38213	S000000211	736
YMR276W	P48510	S000004889	373
YNL258C	P53847	S000005202	754
YIR010W	P40568	S000001449	576
YMR287C	P39112	S000004900	969
YPR017C	P32601	S000006221	143
YGL043W	P07273	S000003011	309
YDL219W	Q07648	S000002378	150
YBR180W	P38125	S000000384	572
YFR044C	P43616	S000001940	481
YBR281C	P38149	S000000485	878
YNL191W	P53871	S000005135	357
YDL101C	P39009	S000002259	513
YGL061C	P53168	S000003029	247
YBR208C	P32528	S000000412	1835
YHL016C	P33413	S000001008	735
YML080W	P53759	S000004545	423
YLR401C	Q06053	S000004393	668
YLR405W	Q06063	S000004397	367
YBR252W	P33317	S000000456	147
YDR370C	Q06349	S000002778	442
YKR054C	P36022	S000001762	4092
YDR424C	Q02647	S000002832	92
YMR299C	Q04949	S000004914	312
YHR068W	P38791	S000001110	387
YDR359C	Q06337	S000002767	982
YPR023C	Q12432	S000006227	401
YEL018W	P39995	S000000744	279
YJR082C	P47128	S000003842	113
YNL136W	P53911	S000005080	425
YKL204W	P36041	S000001687	632
YMR171C	Q03212	S000004781	550
YKL172W	P36049	S000001655	427
YDR206W	Q03466	S000002614	884
YLR284C	Q05871	S000004274	280
YGR146C	P48235	S000003378	211
YEL030W	P39987	S000000756	644
YDR446W	Q04110	S000002854	302
YHR021W-A	O13529	S000003531	151
YBL043W	P38195	S000000139	257
YHR132C	P38836	S000001174	430
YBL001C	P35195	S000000097	104
YMR128W	Q04217	S000004735	1267
YDR125C	Q04623	S000002532	453
YLR390W	Q06011	S000004382	112
YAL059W	P39715	S000000055	212
YBL101C	P38167	S000000197	1117
YLR228C	Q05958	S000004218	814
YPL021W	Q02710	S000005942	187
YJL201W	P32525	S000003737	599
YJR106W	P47144	S000003867	725
YHL030W	P38737	S000001022	1868
YBR065C	P38241	S000000269	364
YOR092W	Q99252	S000005618	613
YLR436C	Q06673	S000004428	1274
YBR176W	P38122	S000000380	312
YER176W	P32644	S000000978	1121
YBR078W	P38248	S000000282	429
YHL043W	P38728	S000001035	170
YLR299W	Q05902	S000004290	660
YKR076W	P36156	S000001784	370
YMR176W	Q03214	S000004788	1411
YLR443W	Q06200	S000004435	448
YBR076W	P38246	S000000280	354
YKR004C	Q02202	S000001712	377
YFR027W	P43605	S000001923	281
YGR007W	P33412	S000003239	323
YGL222C	P53080	S000003190	175
YER035W	P40023	S000000837	145
YEL015W	P39998	S000000741	551
YBL047C	P34216	S000000143	1381
YBR033W	P38073	S000000237	919
YPL095C	Q02891	S000006016	456
YAL003W	P32471	S000000003	206
YGR271C-A	Q3E705	S000007608	233
YHL039W	P38732	S000001031	585
YBR271W	P38347	S000000475	419
YJR129C	P47163	S000003890	339
YIL064W	P40516	S000001326	257
YGR001C	P53200	S000003233	248
YNL024C	P53970	S000004969	246
YMR212C	Q03653	S000004825	782
YOR133W	P32324	S000005659	842
YDR385W	P32324	S000002793	842
YPL037C	Q02642	S000005958	157
YHR193C	P38879	S000001236	174
YNL327W	P42835	S000005271	1041
YDR036C	P28817	S000002443	500
YBR177C	P38295	S000000381	451
YMR031C	Q05050	S000004633	843
YDR147W	Q03764	S000002554	534
YNL230C	P53861	S000005174	379
YPL046C	Q03071	S000005967	99
YKL160W	P36053	S000001643	145
YOR144C	Q12050	S000005670	791
YKL048C	P32801	S000001531	640
YJL196C	P39540	S000003732	310
YCR034W	P25358	S000000630	347
YLR372W	P40319	S000004364	345
YGR200C	P42935	S000003432	788
YPL086C	Q02908	S000006007	557
YPL101W	Q02884	S000006022	456
YMR312W	Q04868	S000004929	273
YCL045C	P25574	S000000550	760
YJR088C	P47133	S000003848	292
YKL207W	P36039	S000001690	253
YGL231C	P53073	S000003200	190
YIL027C	P40540	S000001289	141
YLL014W	Q12431	S000003937	108
YLR186W	Q06287	S000004176	252
YDR512C	Q04406	S000002920	187
YDR516C	Q04409	S000002924	500
YGL200C	P32803	S000003168	203
YLR080W	Q12396	S000004070	444
YFL048C	P43555	S000001846	445
YER140W	P40085	S000000942	556
YLR083C	P32802	S000004073	667
YNL313C	P42842	S000005257	904
YDR040C	P13587	S000002447	1091
YDR039C	Q01896	S000002446	1091
YDR038C	Q12691	S000002445	1091
YOL158C	Q08299	S000005518	606
YNL084C	P39013	S000005028	349
YGR254W	P00924	S000003486	437
YHR174W	P00925	S000001217	437
YBR247C	P38333	S000000451	483
YGR145W	P48234	S000003377	707
YDL161W	Q12518	S000002320	454
YLR206W	Q05785	S000004196	613
YJR125C	P47160	S000003886	408
YLL038C	Q07872	S000003961	247
YDR153C	Q03769	S000002560	411
YLR065C	Q99382	S000004055	181
YGR071C	P53246	S000003303	860
YPL236C	Q12003	S000006157	364
YOR246C	Q08651	S000005772	330
YNL080C	P53938	S000005024	366
YFL024C	P43572	S000001870	832
YIL005W	P40557	S000001267	701
YHR123W	P22140	S000001165	391
YMR049C	Q04660	S000004652	807
YHR032W	P38767	S000001074	581
YDR414C	P16151	S000002822	362
YBL040C	P18414	S000000136	219
YLR246W	Q06551	S000004236	359
YGR175C	P32476	S000003407	496
YPL028W	P41338	S000005949	398
YHR007C	P10614	S000001049	530
YMR208W	P07277	S000004821	443
YML126C	P54839	S000004595	491
YMR202W	P32352	S000004815	222
YJL167W	P08524	S000003703	352
YNL280C	P32462	S000005224	438
YGR060W	P53045	S000003292	309
YGL001C	P53199	S000002969	349
YLR100W	Q12452	S000004090	347
YER044C	P40030	S000000846	148
YLR056W	P32353	S000004046	365
YGL012W	P25340	S000002980	473
YMR015C	P54781	S000004617	538
YML008C	P25087	S000004467	383
YHR072W	P38604	S000001114	731
YMR220W	P24521	S000004833	451
YHR190W	P29704	S000001233	444
YPL096C-A	P62651	S000028423	68
YFR041C	P43613	S000001937	295
YML130C	Q03103	S000004599	563
YAR002C-A	Q05359	S000002129	219
YAL007C	P39704	S000000005	215
YDL018C	Q12403	S000002176	225
YOR016C	Q12450	S000005542	207
YHR110W	P38819	S000001152	212
YGL002W	P53198	S000002970	216
YOR393W	P0CX10	S000005920	437
YPL281C	P0CX11	S000006202	437
YMR323W	P42222	S000004942	437
YCR075C	P17261	S000000671	260
YBR239C	P38140	S000000443	529
YGR029W	P27882	S000003261	189
YGL054C	P53173	S000003022	138
YBR210W	P38312	S000000414	142
YPR037C	Q12284	S000006241	196
YML012W	P54837	S000004473	211
YGR284C	P53337	S000003516	310
YML067C	Q04651	S000004532	352
YAL042W	P39727	S000000040	415
YOR244W	Q08649	S000005770	445
YNL125C	P53918	S000005069	673
YMR219W	Q03661	S000004832	1658
YDR363W	Q06340	S000002771	456
YOL017W	Q08119	S000005377	714
YDR365C	Q06344	S000002773	628
YNR054C	P53743	S000005337	316
YIL151C	P40456	S000001413	1118
YKR096W	P36168	S000001804	1195
YGR098C	Q03018	S000003330	1630
YJR017C	P22696	S000003778	170
YLR233C	P17214	S000004223	699
YLR318W	Q06163	S000004310	884
YIL009C-A	Q03096	S000006432	181
YHL010C	P38748	S000001002	585
YBR026C	P38071	S000000230	380
YOR051C	Q08421	S000005577	412
YDR518W	P32474	S000002926	517
YLR300W	P23776	S000004291	448
YDR261C	P52911	S000002669	562
YOR033C	P39875	S000005559	702
YBR163W	P38289	S000000367	585
YJL085W	P19658	S000003621	623
YBR102C	P38261	S000000306	753
YOR317W	P30624	S000005844	700
YER015W	P39518	S000000817	744
YIL009W	P39002	S000001271	694
YMR246W	P47912	S000004860	694
YFR019W	P34756	S000001915	2278
YDL045C	P38913	S000002203	306
YIL019W	P40546	S000001281	346
YDR021W	Q12099	S000002428	399
YNL023C	P53971	S000004968	965
YDL166C	Q12055	S000002325	197
YJL157C	P21268	S000003693	830
YLR238W	Q06001	S000004228	478
YNL127W	P53917	S000005071	953
YMR052W	P46671	S000004656	204
YFR008W	P43592	S000001904	221
YMR029C	Q05040	S000004631	523
YKL182W	P07149	S000001665	2051
YPL231W	P19097	S000006152	1887
YBR041W	P38225	S000000245	669
YER183C	P40099	S000000985	211
YKL060C	P14540	S000001543	359
YLR377C	P09201	S000004369	348
YJL155C	P32604	S000003691	452
YDR339C	Q05498	S000002747	189
YLR051C	Q12035	S000004041	217
YMR277W	Q03254	S000004890	732
YPR062W	Q12178	S000006266	158
YER056C	P17064	S000000858	533
YER060W	P40039	S000000862	528
YER060W-A	Q12119	S000002958	530
YDR539W	Q03034	S000002947	503
YOR388C	Q08911	S000005915	376
YPL275W	P0CF35	S000006196	236
YCR028C	P25621	S000000623	512
YBR101C	P38260	S000000305	290
YMR058W	P38993	S000004662	636
YMR319C	P40988	S000004938	552
YFL041W	P43561	S000001853	622
YOR390W	Q08913	S000005917	375
YPL279C	Q08991	S000006200	375
YPR104C	P39521	S000006308	936
YGR131W	P53279	S000003363	174
YBR040W	P38224	S000000244	298
YCR089W	P25653	S000000685	1609
YNL325C	P42837	S000005269	879
YDR130C	Q03898	S000002537	291
YJR093C	P45976	S000003853	327
YER032W	P40020	S000000834	876
YIL065C	P40515	S000001327	155
YDR534C	Q04433	S000002942	528
YOR382W	Q08906	S000005909	153
YOR383C	Q08907	S000005910	204
YIL131C	P40466	S000001393	484
YNL068C	P41813	S000005012	862
YLR342W	P38631	S000004334	1876
YMR306W	Q04952	S000004923	1785
YPL221W	Q08967	S000006142	793
YAL053W	P39719	S000000049	783
YGL139W	P53121	S000003107	802
YKR102W	P36170	S000001810	1169
YIR019C	P08640	S000001458	1367
YAR050W	P32768	S000000084	1537
YHR211W	P38894	S000001254	1075
YER109C	P40068	S000000911	799
YAL063C	P39712	S000000059	1322
R0010W	P03870	S000029654	423
YBR008C	P38124	S000000212	548
YIL134W	P40464	S000001396	311
YIL098C	P40491	S000001360	155
YDR236C	Q03778	S000002644	218
YHR176W	P38866	S000001219	432
YER182W	P40098	S000000984	244
YDR070C	Q12497	S000002477	93
YBR047W	P38231	S000000251	175
YLR077W	Q08023	S000004067	583
YLR454W	Q06179	S000004446	2628
YPL103C	Q02883	S000006024	468
YFL046W	P43557	S000001848	207
YJL161W	P46998	S000003697	180
YPL222W	Q08968	S000006143	688
YNL168C	P53889	S000005112	259
YMR221C	Q04991	S000004834	504
YDL222C	Q07651	S000002381	309
YKR049C	P36141	S000001757	133
YGR052W	P53233	S000003284	369
YER038W-A	A0A023PZB3	S000028746	126
YER004W	P40008	S000000806	231
YMR020W	P50264	S000004622	508
YBL013W	P32785	S000000109	401
YDR110W	O13329	S000002517	566
YNL256W	P53848	S000005200	824
YGR267C	P51601	S000003499	243
YMR113W	Q12676	S000004719	427
YKR009C	Q02207	S000001717	900
YNR047W	P53739	S000005330	893
YNL135C	P20081	S000005079	114
YDR519W	P32472	S000002927	135
YML074C	P38911	S000004539	411
YLR449W	Q06205	S000004441	392
YLL043W	P23900	S000003966	669
YLL029W	Q07825	S000003952	749
YEL047C	P32614	S000000773	470
YLR214W	P32791	S000004204	686
YKL220C	P36033	S000001703	711
YOR381W	Q08905	S000005908	711
YNR060W	P53746	S000005343	719
YOR384W	Q08908	S000005911	694
YLL051C	Q12473	S000003974	712
YOL152W	Q12333	S000005512	620
YLR047C	Q12209	S000004037	686
YPL141C	Q03002	S000006062	865
YCL026C-A	P37261	S000000589	193
YDR373W	Q06389	S000002781	190
YLR060W	P15624	S000004050	595
YFL022C	P15625	S000001872	503
YOR324C	Q99332	S000005851	602
YAL028W	P39734	S000000026	528
YOR271C	Q12029	S000005797	327
YHR049W	P38777	S000001091	243
YMR222C	Q05015	S000004835	223
YOR280C	Q99369	S000005806	266
YBR207W	P38310	S000000411	465
YER145C	P40088	S000000947	404
YCR076C	P25659	S000000672	250
YBL042C	P38196	S000000138	639
YPL262W	P08417	S000006183	488
YAL035W	P39730	S000000033	1002
YAL008W	P18411	S000000006	198
YAL034C	P28003	S000002134	413
YAL022C	P31381	S000000020	517
YAL019W	P31380	S000000017	1131
YHR128W	P18562	S000001170	216
YBR021W	P05316	S000000225	633
YCL027W	P11710	S000000532	512
YMR232W	Q05670	S000004845	677
YBL016W	P16892	S000000112	353
YDR024W	Q99341	S000002431	161
YIL097W	P40492	S000001359	516
YOR183W	Q08559	S000005709	129
YHR059W	P38783	S000001101	130
YCL058C	P25585	S000000563	152
YNL133C	P53913	S000005077	173
YLR068W	Q12247	S000004058	151
YGR196C	P46949	S000003428	817
YGL254W	P32805	S000003223	299
YBR179C	P38297	S000000383	855
YLR088W	P39012	S000004078	614
YLR459W	P41733	S000004451	394
YOR178C	P28006	S000005704	793
YMR250W	Q04792	S000004862	585
YBR020W	P04385	S000000224	528
YBR019C	P04397	S000000223	699
YOL051W	P19659	S000005411	1081
YLR081W	P13181	S000004071	574
YDR009W	P13045	S000002416	520
YPL248C	P04386	S000006169	881
YBR018C	P08431	S000000222	366
YML051W	P04387	S000004515	435
YER027C	Q04739	S000000829	417
YKR039W	P19145	S000001747	602
YHR089C	P28007	S000001131	205
YMR307W	P22146	S000004924	559
YLR343W	Q06135	S000004335	555
YMR215W	Q03655	S000004828	524
YOL132W	Q08271	S000005492	471
YOL030W	Q08193	S000005390	484
YFL021W	P43574	S000001873	510
YMR136W	P40209	S000004744	560
YLR013W	Q07928	S000004003	141
YIR013C	P40569	S000001452	121
YCL011C	P25555	S000000517	427
YNL062C	P41814	S000005006	478
YER025W	P32481	S000000827	527
YJL125C	P46959	S000003661	383
YOR260W	P09032	S000005786	578
YGR083C	P12754	S000003315	651
YDR211W	P32501	S000002619	712
YLR291C	P32502	S000004282	381
YER163C	P32656	S000000965	232
YGL195W	P33892	S000003163	2672
YFR009W	P43535	S000001905	752
YDR283C	P15442	S000002691	1659
YKR026C	P14741	S000001734	305
YEL009C	P03069	S000000735	281
YGR252W	Q03330	S000003484	439
YPL075W	P07261	S000005996	785
YNL199C	Q01722	S000005143	534
YDL226C	P35197	S000002385	352
YDR019C	P48015	S000002426	400
YMR189W	P49095	S000004801	1034
YAL044C	P39726	S000000042	170
YOR120W	P14065	S000005646	312
YEL042W	P32621	S000000768	518
YPR184W	Q06625	S000006388	1536
YPL110C	Q02979	S000006031	1223
YOR375C	P07262	S000005902	454
YDL215C	P33327	S000002374	1092
YAL062W	P39708	S000000058	457
YER136W	P39958	S000000938	451
YOR355W	P41913	S000005882	522
YBR187W	P38301	S000000391	280
YJR031C	P47102	S000003792	1408
YEL022W	P39993	S000000748	1459
YJR040W	P37020	S000003801	779
YAL048C	P39722	S000000046	662
YOR205C	Q08622	S000005731	556
YHR100C	P38812	S000001142	185
YLR091W	Q12393	S000004081	293
YGL057C	P53171	S000003025	287
YGL020C	P53192	S000002988	235
YER083C	P40056	S000000885	285
YDL100C	Q12154	S000002258	354
YOR164C	Q12125	S000005690	312
YCL073C	P25596	S000000575	615
YKR106W	P36173	S000001814	615
YKL104C	P14742	S000001587	717
YMR255W	Q04839	S000004868	188
YCL036W	P25370	S000000541	566
YDR358W	Q06336	S000002766	557
YHR108W	P38817	S000001150	585
YDL198C	P38988	S000002357	300
YHR061C	P38785	S000001103	314
YDR309C	Q06648	S000002717	383
YCL039W	P25569	S000000544	745
YMR135C	P40208	S000004742	455
YNL153C	P53900	S000005097	129
YEL003W	P40005	S000000729	111
YML094W	Q04493	S000004559	163
YDR507C	Q12263	S000002915	1142
YBR045C	P38229	S000000249	639
YER054C	P40036	S000000856	548
YPL137C	Q03016	S000006058	1276
YAL031C	P39732	S000000029	760
YDR152W	Q03768	S000002559	265
YDR096W	Q03833	S000002503	894
YNL255C	P53849	S000005199	153
YLR094C	Q12418	S000004084	502
YML006C	Q04233	S000004465	774
YCR098C	P25346	S000000695	518
YEL011W	P32775	S000000737	704
YER133W	P32598	S000000935	312
YMR311C	P41818	S000004928	229
YDL207W	Q12315	S000002366	538
YER107C	P40066	S000000909	365
YKR058W	P36143	S000001766	616
YJL137C	P47011	S000003673	380
YCL040W	P17709	S000000545	500
YPR035W	P32288	S000006239	370
YER040W	P18494	S000000842	730
YOR168W	P13188	S000005694	809
YML004C	P50107	S000004463	326
YDR272W	Q05584	S000002680	274
YER122C	P38682	S000000924	493
YOR040W	Q12320	S000005566	285
YPL091W	P41921	S000006012	483
YDL171C	Q12680	S000002330	2145
YEL046C	P37303	S000000772	387
