YORF	BY008_T1	BY008_T2	BY008_T3	BY008_T4	BY008_T5	BY008_T6	BY008_T7	BY008_T8	BY013_T1	BY013_T0	BY013_T2	BY013_T3	BY013_T4	BY013_T5	BY013_T6	BY013_T7	BY013_T8	BY005_T1	BY005_T2	BY005_T3	BY005_T4	BY005_T5	BY005_T6	BY005_T7	BY005_T8
YDR205W	2069.0	2058.6	1230.3	1233.4	1369.6	1533.0	1561.3	1752.1	1714.4	1561.8	1736.5	1579.1	1678.5	1858.9	1935.9	1725.3	1669.5	1602.8	1735.6	1656.8	1775.5	1573.7	1716.3	1680.5	1638.4
YKL075C	1358.1	1612.0	1283.2	1729.4	1950.0	2071.6	1742.9	1480.7	1342.6	1275.0	1220.1	1173.5	1153.9	1189.6	1121.5	1238.9	1207.5	1458.9	1566.4	1429.3	1224.9	988.2	1153.3	1047.7	1136.1
YHR198C	1987.9	1639.6	1019.2	937.4	851.9	734.8	946.4	1169.9	1515.2	1546.1	1760.7	2023.0	2354.3	2711.4	2666.4	2779.3	2848.4	1355.3	1382.2	1687.9	2015.6	2273.2	2241.3	1966.2	2223.1
YGL138C	32.3	36.0	27.7	18.3	17.8	17.9	27.0	19.6	21.6	32.7	28.6	31.5	32.8	33.1	33.0	41.1	41.8	16.1	20.4	21.1	34.3	26.5	29.2	26.2	35.6
YMR212C	1755.6	1802.3	2419.9	2823.2	2650.1	2800.2	2268.5	2661.1	2340.5	2076.2	2101.8	1989.6	1901.8	1738.0	1689.8	1577.4	1487.3	2625.4	2803.2	2179.2	2038.5	1703.4	1485.5	1383.4	1567.6
YNR055C	2576.1	2455.4	2858.6	3375.0	4400.0	5813.0	3978.4	3062.7	2840.9	2592.4	2646.6	2609.0	2699.0	2774.0	2952.4	3126.8	2638.8	2867.1	2810.2	2687.0	2980.1	2826.3	2997.4	2743.9	2483.9
YNL222W	2991.6	1751.4	1012.6	1075.8	1065.2	1190.0	1490.1	2469.2	2034.7	2057.9	2168.0	2153.7	2275.2	2337.8	2404.7	1865.6	1937.9	2713.6	3014.6	2560.5	2422.3	2302.5	2142.4	2420.7	2283.5
YPR042C	1714.5	1914.0	2005.5	2032.4	1684.2	1834.3	1995.0	2008.2	1787.3	1843.0	1862.8	1853.2	1839.4	2006.8	1836.0	2095.3	1951.5	1824.3	1886.4	1915.6	2350.2	1902.4	1523.4	1808.3	1960.6
YLR149C	2175.9	1939.2	778.4	301.4	125.9	142.3	234.5	381.5	730.2	941.3	1153.0	1537.3	2326.2	3055.3	2986.0	3223.6	3097.7	621.5	566.5	1176.0	2250.0	2775.4	2367.0	2545.7	3215.8
YOR271C	7162.3	7330.9	7605.6	8674.4	9129.6	8525.1	7855.3	8089.6	7703.4	7143.4	7349.1	6533.4	5996.8	5330.3	4245.8	3304.7	3905.3	7304.1	7402.0	7414.2	6725.8	5318.9	4837.0	4094.5	5426.1
YHR197W	351.4	896.4	3996.3	5839.4	5985.1	6804.5	4487.8	2718.8	1733.8	1554.8	1176.7	681.6	349.3	161.6	136.1	225.5	268.0	2199.7	2386.8	1504.5	666.3	144.3	146.9	84.1	320.5
YAL034C	2898.4	2771.5	1531.7	1850.6	1981.3	1917.4	1572.9	1516.7	1606.0	1552.6	1781.8	2120.1	2542.3	3440.4	3305.3	3709.7	4017.8	1468.2	1488.9	1984.4	2864.9	2689.8	2490.0	3054.0	3776.5
YOR084W	2604.1	2606.0	1751.4	1630.5	1512.6	1402.1	890.4	1712.0	1752.7	1765.1	1957.1	1821.9	1929.2	2018.5	1944.9	2362.6	2328.4	1639.0	1671.1	1817.8	2050.5	1698.4	1537.2	1794.0	2049.9
YGL083W	1753.1	1923.7	1295.6	921.3	612.4	555.6	975.1	1080.7	1548.9	1502.3	1617.6	1620.9	1563.8	1813.8	1697.9	1706.0	1414.3	1421.1	1400.5	1458.1	1512.6	1271.0	1240.0	1462.5	1555.0
YDR140W	2638.1	2615.9	1769.0	1772.5	2150.8	2503.8	2092.8	1684.4	2399.1	2528.3	2285.6	2196.8	2083.5	2175.8	2552.5	3011.1	3095.6	2414.5	2661.0	2606.3	2311.0	2196.4	2935.9	3204.6	3173.6
YMR216C	4652.6	5216.7	5019.0	5017.2	4725.7	4525.5	4322.1	3440.5	3413.5	3413.9	3461.1	3235.1	3254.4	3573.3	3815.3	4184.0	4000.5	3289.7	3236.3	2984.0	3357.9	3011.9	3245.9	3037.6	3191.3
YJL042W	5893.6	5880.3	4613.7	3788.0	2670.0	2482.0	2660.1	3717.1	4639.7	4645.8	4915.0	5116.4	5327.7	6195.3	6571.3	7698.2	7433.1	4314.3	4693.3	4809.9	5904.9	5838.0	5349.5	6512.1	8270.6
YDR472W	1566.0	1682.3	1629.9	1888.6	2503.3	2809.6	2325.5	1812.4	1996.1	2087.6	1977.8	1825.1	1781.0	1760.3	1663.3	1546.5	1470.6	2045.7	2097.4	2125.2	1858.2	1591.7	1682.0	1282.7	1248.1
YDR207C	1554.4	1705.7	1810.9	2482.1	2842.3	3502.3	1977.1	1991.6	1935.9	1975.3	1982.5	1969.9	2014.6	2234.4	2184.9	2048.8	2298.2	1690.6	1668.0	2181.6	2245.3	1862.6	1514.5	1389.4	1434.1
YIL075C	9089.1	9402.6	7536.4	6587.4	5322.6	4579.4	7692.9	8521.8	9610.7	9401.7	9285.5	9878.0	9873.2	10654.8	11759.2	11458.4	12244.5	8111.5	8546.3	8731.4	9018.3	8986.7	10109.3	12744.2	11914.7
YGR010W	1696.4	1523.9	1132.2	1032.7	1074.4	805.2	893.1	1294.2	1366.2	1606.7	1527.3	1570.4	1599.4	1790.1	1924.6	1876.6	1657.6	1464.0	1440.2	1507.9	1806.2	1908.8	2190.5	2314.3	2134.9
YDR245W	6179.7	6470.7	5926.0	6358.4	6360.4	6750.3	5763.4	5420.9	6111.8	5505.2	5793.1	5624.9	5366.5	5269.6	5486.3	5890.6	5184.0	6024.4	6002.3	5705.2	5412.3	4611.7	4817.6	4832.7	4562.5
YDR473C	1394.6	1695.5	1572.2	1560.8	1705.5	1746.1	2082.2	1519.1	1386.5	1453.6	1348.8	1264.9	1219.9	1225.1	1261.8	1451.5	1467.6	1275.8	1375.9	1317.5	1238.1	1050.2	1174.3	1419.6	1568.5
YOR187W	6582.0	5403.9	4108.2	4605.4	5313.2	5035.2	5709.1	6334.3	5738.4	5525.6	6002.7	6532.8	6616.5	7427.0	8395.5	7616.8	6674.5	5765.7	5954.3	5942.7	6477.9	6517.8	8148.0	6090.6	6887.8
YDR486C	2338.1	2259.1	1821.2	1762.5	1838.4	1760.0	2608.3	2120.8	2243.5	2418.5	2304.6	2290.3	2324.8	2479.4	2644.4	2367.0	2772.3	2055.4	2284.1	2420.6	2504.8	2521.0	3271.4	4342.5	3356.1
YMR003W	4330.0	4745.1	3177.5	2989.1	2855.6	1727.3	1441.2	2313.6	2763.5	2755.4	2742.4	2650.4	2591.6	2633.2	2862.7	3326.5	3353.5	3701.7	4149.4	3498.6	2911.9	2732.5	2692.0	3705.7	4421.5
YGL121C	1346.8	1387.4	1001.4	877.6	664.2	172.0	288.5	420.6	351.5	390.5	448.6	499.4	673.3	947.7	1685.2	3881.2	4973.4	286.6	368.6	518.0	836.9	1219.2	2903.7	8466.8	9157.9
YJL186W	5306.1	5478.0	5262.4	5077.1	3830.6	3656.8	3812.6	3571.1	4112.3	3629.3	3817.7	4004.7	3857.3	3906.9	4317.3	5382.5	5449.0	3655.5	3704.6	3435.1	3138.3	2955.4	2571.2	2438.1	3139.7
YBR285W	3276.6	2577.6	998.2	412.3	72.5	38.3	88.6	124.2	301.9	395.5	529.7	839.8	1563.1	3079.8	4126.4	5443.5	5672.5	144.4	186.3	432.7	1091.5	1993.6	2622.4	2987.9	2198.1
YOL028C	567.1	590.1	740.1	771.3	707.8	1077.5	913.2	701.6	790.7	662.3	691.2	604.5	547.7	579.1	491.7	464.7	408.7	562.7	514.2	494.0	452.3	394.1	419.3	402.8	354.0
YMR220W	5974.5	5901.3	4249.4	4232.2	4627.8	5056.1	4459.1	5544.0	7374.2	7529.9	7207.1	6883.8	6583.3	6553.5	7036.6	7821.2	7164.9	7997.2	7856.4	7739.0	7305.8	6354.7	6729.7	6620.8	7163.3
YAR002W	3607.8	4202.9	3863.8	4240.3	4368.7	4617.7	4402.5	4205.9	3916.7	3967.0	3754.6	3547.3	3455.1	3303.7	3183.1	2990.0	3159.9	3987.9	4282.1	3670.2	3441.2	2856.2	2760.4	2946.1	2827.9
YMR049C	1321.0	4097.6	8919.2	11171.1	11811.5	12031.9	9369.2	6180.4	5150.4	4638.0	3952.6	2775.6	1877.5	950.0	281.2	475.9	634.1	5329.5	5550.9	4472.2	2945.7	1096.6	236.9	108.5	652.3
YOR069W	2447.8	2273.1	1452.5	1208.2	1331.2	1444.8	1446.8	1468.4	1656.5	1676.9	1691.2	1776.0	1949.8	2079.5	2238.6	2185.5	2185.5	1600.7	1732.1	1668.1	1914.6	2011.2	2167.7	2064.9	1841.3
YDR479C	2605.8	2470.4	1250.0	1011.8	918.1	779.0	1290.6	1416.4	1564.1	1432.1	1815.7	2136.0	2460.9	2939.7	2840.3	3048.9	2946.5	1546.7	1716.8	2016.5	2474.7	2495.1	2312.3	3281.6	3397.6
YKR038C	3077.7	2626.2	2439.1	3062.1	3355.4	3903.1	3385.4	3878.7	3826.5	3867.1	3795.8	3608.6	3358.8	3334.1	2838.8	2790.8	2743.4	3618.4	3408.8	3536.0	3385.1	2877.7	3003.8	2885.9	2945.3
YPR106W	3295.8	3011.4	1527.4	1428.8	1641.6	1361.9	941.3	1421.7	2224.0	2200.4	2297.2	2355.9	2433.6	2718.7	3177.2	3914.5	4192.5	2025.9	2205.6	2420.0	2558.6	2334.9	2570.2	3086.8	3511.0
YBL031W	904.9	1047.4	668.1	654.1	602.8	509.0	415.7	707.0	1007.5	932.5	943.1	956.8	950.6	1007.5	900.3	1095.2	895.3	884.6	955.8	985.9	972.5	812.5	737.9	723.9	773.4
YOR124C	3988.5	3985.1	2635.7	2034.0	1357.8	1251.0	2570.9	2086.1	3317.8	3417.7	3523.5	3546.0	3957.0	4573.3	4806.2	4775.6	4251.9	3285.4	3668.6	3398.4	4158.6	4391.4	5108.1	5277.1	4555.8
YDL149W	1689.6	1479.4	1173.7	982.4	590.1	182.8	469.7	565.6	674.0	676.7	780.5	945.4	1094.2	1369.1	1807.1	2022.4	2103.8	659.8	717.0	675.9	1077.3	1497.6	1707.3	2035.2	2357.1
YDR072C	3527.4	3930.3	4129.6	4116.8	3096.7	3718.1	4176.7	4042.9	3095.5	2680.4	3076.6	3069.9	3163.7	3199.8	2958.6	2994.0	3009.2	3302.6	3587.3	3632.2	3537.1	2618.0	2313.4	2580.1	2649.2
YPL269W	1559.5	1215.9	730.1	751.3	840.9	768.3	585.8	699.4	974.9	904.3	991.7	1030.5	1032.5	1121.3	1191.1	1452.9	1278.1	834.7	855.0	976.0	1030.8	1002.3	1144.0	1210.7	1058.7
YGL107C	1921.2	2019.2	1776.4	2297.0	2740.9	2829.1	2167.7	2205.6	1846.1	1863.1	1814.6	1650.3	1537.1	1538.2	1547.0	1587.4	1598.8	1771.5	1874.6	1736.3	1525.6	1333.9	1347.8	1549.6	1560.2
YGR110W	471.4	517.1	466.2	506.3	550.3	550.7	2010.5	723.2	821.1	786.3	782.2	731.5	797.1	936.5	950.2	880.6	1045.6	848.0	922.7	946.2	1116.4	1052.2	1303.6	1671.0	2148.0
YOR394C-A	353.7	269.5	182.9	161.3	128.5	141.3	216.3	300.9	274.9	273.0	236.9	262.5	276.2	296.2	309.7	305.7	322.0	207.5	237.5	255.5	243.5	208.1	205.2	254.6	231.0
YNL291C	2933.6	2773.9	2320.1	1966.9	1643.5	1758.3	1896.3	2620.0	2522.7	2413.4	2699.0	2639.6	2527.3	2559.7	2583.5	2302.3	1877.2	2396.4	2317.9	2394.1	2286.7	1915.3	1977.7	2244.3	2194.3
YBR157C	3099.7	1533.7	875.5	1214.3	1520.0	1351.6	1235.7	1726.2	2226.0	2506.5	2743.6	3410.3	3796.6	4044.1	3793.8	3799.6	3606.7	2053.2	2026.1	3719.0	4190.8	4264.2	3785.6	3578.3	6112.9
YKL192C	8614.3	8853.6	7251.2	7187.4	7231.7	6147.7	8688.7	8434.8	7851.9	7511.4	7966.5	8055.0	8216.1	8759.7	9387.3	9433.4	9370.9	8352.2	8950.0	9039.8	8610.7	8316.9	9672.8	11515.2	11319.6
YKR035W-A	3007.3	2650.5	1679.9	1613.6	1592.9	1669.1	2566.2	2084.2	2079.6	2202.4	2175.8	1984.0	1948.9	2056.4	2291.2	2473.6	2348.6	2250.5	2465.3	2865.9	2452.2	2198.2	2374.3	2919.5	2482.6
YJL047C-A	568.1	432.7	520.8	577.2	710.9	660.8	653.9	4495.2	1119.6	1100.8	1186.7	1043.6	1036.3	1068.8	923.7	496.5	368.6	1207.0	1370.4	1310.0	1142.7	946.4	858.8	548.8	323.0
YLR283W	1901.8	2098.6	1241.9	968.5	595.1	292.5	859.3	1351.7	1682.7	1682.2	1738.9	1734.7	1986.1	1995.1	2151.9	2117.1	2023.5	1512.5	1642.1	1751.9	1836.2	2022.8	1971.8	2040.6	2367.3
YMR291W	3277.6	4128.7	5295.7	3583.5	1553.1	1346.4	2074.3	1439.9	2106.4	2302.6	2822.5	3137.9	3979.5	3796.8	2946.6	4635.8	4509.2	1910.8	1678.9	3756.6	4657.4	2790.1	1719.3	2370.4	2797.8
YLR151C	764.6	506.0	444.5	283.0	194.2	145.0	225.3	337.0	720.3	841.0	850.6	1137.4	1266.2	1434.9	1501.6	1360.1	1364.6	564.0	563.9	828.3	1158.1	1494.2	1118.6	1240.4	1105.5
YOR165W	3505.2	3417.7	3608.7	3374.0	3131.6	3070.0	2713.8	3216.4	3857.8	4209.6	3774.2	3705.2	3570.4	3516.4	3758.3	3810.3	3390.7	3470.1	3285.3	3344.5	3520.6	3019.6	3480.5	3189.9	3178.4
YHR079C	2205.4	2061.1	2390.0	2365.3	2290.2	2488.8	2246.2	2144.5	1602.6	1404.1	1492.6	1364.8	1283.5	1393.4	1512.4	1639.5	1512.4	1559.1	1573.0	1549.1	1563.0	1366.5	1637.5	1964.7	1830.4
YMR184W	4176.0	3583.3	2649.9	2764.2	3165.5	2526.8	3780.5	2971.5	3115.2	3352.5	3428.7	3478.8	3617.6	3961.5	4607.0	5238.5	4837.4	3011.5	3379.8	3545.5	3912.5	4277.6	5817.9	8172.1	6159.5
YBL018C	4328.2	5204.4	4466.2	4911.7	5684.3	5683.2	7011.3	4633.6	4246.2	3611.4	3697.7	3012.3	2392.0	1845.1	1707.4	2147.5	2160.9	6521.3	8030.0	5986.6	4497.6	3110.3	3855.0	4836.2	5100.1
YNL095C	514.7	583.0	1167.5	1813.0	2377.8	2404.0	2517.5	1846.1	1073.2	854.8	742.9	529.5	378.2	266.1	286.9	428.8	541.6	1392.2	1404.3	1114.1	699.4	336.3	506.0	594.9	768.2
YPL101W	2260.9	2444.7	2395.1	2898.1	3472.8	3291.2	3253.9	2620.9	2784.6	2706.5	2572.3	2121.2	1869.6	1750.3	1641.0	1935.4	2043.3	2989.0	3133.2	2816.8	2531.3	1913.2	2237.5	2864.5	3091.0
YGR124W	6653.3	6636.3	7351.5	9091.6	9482.7	9991.3	13697.9	12166.6	11320.2	11034.3	10802.8	10834.1	10255.4	10626.6	9281.4	6000.2	5194.1	12953.0	12915.1	12393.2	12429.4	11584.5	12708.9	13223.4	10603.6
YBR169C	3530.9	2711.4	1967.5	1329.3	564.1	588.1	1769.1	2465.4	1877.6	2433.5	2549.2	2946.3	3536.0	4591.0	5354.6	6026.4	6721.8	1786.1	1800.2	2206.2	3819.4	5002.6	5442.2	8617.5	9718.9
YMR069W	193.4	250.7	609.3	665.8	680.1	1007.9	366.9	521.7	524.4	450.4	434.8	288.8	235.1	192.8	168.5	191.7	223.4	352.7	369.1	351.5	206.2	94.5	100.7	207.3	285.9
YDR068W	2387.2	2658.3	2603.7	2306.5	1900.6	1916.8	2207.0	2277.7	2636.7	2783.2	2689.0	2592.2	2731.4	2627.1	2646.9	2531.0	2291.8	2329.5	2402.8	2486.9	2390.4	2392.7	2158.8	2646.6	2634.4
YBR260C	2807.7	2604.2	2590.1	2169.6	2609.8	3020.4	3317.8	2890.6	3178.9	3677.0	3587.8	2799.7	2923.3	2663.0	2929.1	2621.4	2575.7	2709.9	2382.8	2756.5	2908.0	2755.2	2507.8	2570.5	2173.8
YML017W	1650.4	1291.7	1391.7	1408.9	1129.9	942.1	1046.1	1265.2	1163.1	952.0	1058.9	1173.9	1160.7	1247.2	1358.7	1349.4	1208.5	1154.0	1094.0	960.0	1199.3	1256.3	1338.7	1015.9	1226.6
YDR466W	2161.2	2282.5	2037.9	1723.9	1527.3	1604.6	2034.0	1598.3	1706.8	1753.8	1762.2	1756.3	1812.0	1972.1	1892.4	2506.2	2624.5	1475.7	1452.1	1553.0	1893.4	1673.5	1766.4	2146.3	2306.7
YCL068C	226.0	244.1	212.8	165.2	151.4	207.3	251.3	155.0	361.9	320.2	376.7	372.6	374.8	437.9	476.5	546.0	448.9	163.8	128.0	237.5	243.3	236.8	210.8	196.8	190.1
YFL049W	2162.5	2088.8	1495.7	1570.3	1693.7	1924.2	1836.4	1369.1	1514.7	1576.4	1555.2	1642.7	1646.1	1920.9	2081.0	2485.1	2062.6	1583.6	1603.9	1561.9	1776.7	1834.4	2010.5	2321.3	2083.0
YKL167C	3322.1	2417.1	1729.5	1995.3	2516.0	2811.1	3247.3	3053.9	2808.1	3088.1	3126.3	3243.0	3364.8	3625.7	3665.5	3470.3	3237.8	2803.6	3080.1	3193.5	3249.7	3440.4	4127.2	3364.0	3226.0
YOR264W	3861.4	4405.3	3700.5	4438.9	4747.3	4292.4	2194.5	2637.3	3516.6	3348.1	3449.6	3428.0	3041.1	3172.4	3438.2	4323.2	4738.8	3183.5	3295.9	3069.8	2805.2	2589.2	2957.7	2175.0	3014.4
YIR039C	889.0	725.6	485.7	437.5	366.8	447.2	1365.4	860.8	613.0	677.0	842.0	948.6	1329.3	1888.5	2160.9	2526.4	2082.4	595.4	575.8	930.0	1780.5	2097.0	3337.0	4275.4	2980.4
YDL061C	16766.7	18140.9	18560.5	19997.7	20715.3	21189.9	19553.2	20252.3	19494.7	18905.6	18978.8	19329.5	18995.5	18522.1	13606.4	8643.7	9720.2	20362.4	21096.7	20188.8	19369.0	19030.7	16886.1	5499.4	9213.1
YKL108W	1342.4	1251.9	405.5	350.6	341.7	368.3	351.7	555.4	694.7	705.0	741.0	748.3	837.1	950.1	1051.7	1016.8	842.0	610.6	688.2	708.2	792.5	801.5	917.8	1088.9	976.9
YLR127C	609.9	603.4	601.4	592.0	582.7	736.5	682.0	605.5	676.6	665.6	688.4	623.1	595.6	586.3	577.1	602.1	632.1	601.2	620.4	568.2	563.8	512.5	570.4	552.5	583.3
YOL122C	1762.1	1697.4	1534.8	1672.1	2277.7	4019.9	4619.4	3678.1	2333.1	2200.1	2216.0	2102.6	2001.2	1631.7	1764.6	2189.3	1954.7	2486.6	2590.4	2359.4	2147.3	1965.2	2354.8	2558.0	2107.8
YKL208W	1064.8	944.0	532.7	628.4	750.4	743.6	982.2	769.1	906.3	877.1	884.8	923.8	952.9	1177.6	1203.9	1224.9	1068.4	848.3	952.3	1065.7	1122.6	1259.6	1620.2	1385.6	1248.6
YPR117W	2321.6	2261.9	2212.6	2034.6	1600.1	1574.4	1641.1	1855.9	1767.4	1903.2	1794.8	1804.3	1742.3	1759.6	2205.9	2107.6	2296.2	1616.9	1701.4	1580.9	1638.8	1427.1	1591.0	2235.8	2304.4
YPL119C	465.7	338.4	197.3	153.7	117.9	142.2	245.1	192.7	271.2	284.9	298.5	303.7	357.7	473.6	609.7	521.8	556.2	215.2	199.6	272.7	458.4	523.4	671.6	714.4	830.5
YDL177C	852.6	1082.2	829.3	1024.3	1303.2	1203.7	1188.6	966.2	932.6	841.8	875.4	744.5	687.2	693.5	733.7	751.7	702.4	967.0	1272.3	977.3	755.9	753.8	929.0	956.1	841.3
YDR195W	2337.1	2153.4	1239.4	1078.8	1253.2	1730.7	1866.7	1696.5	1518.8	1595.7	1551.2	1525.7	1473.5	1718.9	1695.9	1890.0	1969.5	1637.1	1754.1	1554.0	1248.1	1355.0	1479.5	2093.1	2140.4
YER053C	2768.7	2089.0	1202.5	789.6	490.9	288.5	714.8	1716.5	2188.6	2464.5	3189.7	4187.9	5801.3	7266.1	6778.4	6101.9	6269.2	1785.9	1690.1	3786.6	5719.5	5268.6	3491.8	4617.3	5929.2
YOL105C	3283.6	2635.8	3024.9	3260.6	3448.7	4615.2	4515.2	4354.6	3493.7	3780.1	3697.8	2770.7	3192.5	2709.0	2518.1	2695.0	2869.9	2774.7	2412.1	2999.8	3165.8	2731.2	2479.1	2176.8	1946.8
YOR104W	1457.4	1326.8	1215.3	1410.6	1623.7	2125.3	2505.2	1398.0	1316.7	1247.1	1449.7	1437.1	1516.7	1662.1	1947.5	2629.3	2263.5	1082.9	1042.8	1225.2	1416.8	1654.8	2337.7	2970.1	1677.9
YCL018W	8305.0	9803.5	10824.7	11173.1	9727.3	7165.6	7792.2	8416.9	9341.2	9384.3	9075.9	8582.6	7845.3	6266.6	3472.6	2496.2	3280.4	9607.5	9473.2	9613.8	9332.6	7473.4	4401.1	2545.7	4240.2
YBR110W	3101.7	2534.4	2129.2	2065.4	2351.4	3003.9	3832.2	3603.9	3548.7	3114.4	3384.6	3392.5	3302.1	3163.9	3417.1	3426.2	2869.4	3434.4	3481.5	3363.9	3482.8	3374.5	4057.5	4183.2	3362.4
YDR518W	3783.1	3697.9	2680.1	2284.1	1733.5	1039.6	1398.6	2843.6	2916.2	2774.9	3103.4	3298.1	3282.5	3299.8	3507.6	3545.8	2846.3	2911.3	3254.0	2834.3	2980.3	2754.5	3273.1	2767.9	2373.0
YDR210W	3826.5	4136.8	3345.2	3138.2	3714.2	5771.9	11703.6	8277.8	4727.9	4434.1	4654.1	4762.3	4592.0	4649.7	4537.5	5602.3	4900.2	5310.4	5806.3	5108.8	4308.3	4663.8	5279.6	6300.4	4270.0
YJR033C	1727.6	1593.2	1178.9	803.4	474.9	256.7	721.3	873.1	1100.1	1265.1	1317.4	1241.6	1353.6	1644.3	1788.1	1891.9	1676.8	1019.1	966.2	1227.8	1623.5	1639.5	1693.1	1884.8	1779.4
YLR089C	13856.8	11927.6	8623.5	6336.4	4183.8	2813.1	3448.6	3610.1	4422.4	4778.1	5096.9	5634.8	6788.9	8561.0	11308.4	13177.9	12573.9	3664.5	3578.8	4228.6	6187.8	7741.9	10714.8	14395.9	16169.9
YBL036C	4072.0	3789.9	3653.2	3867.8	4268.9	4650.8	5261.8	4837.6	4178.0	4330.1	4015.8	3876.2	3633.2	3455.1	3812.7	3677.6	3621.1	4163.6	4369.6	4174.3	3955.1	3634.6	4442.2	4927.7	4176.7
YDR363W	540.9	795.5	900.0	905.4	935.0	1004.7	1212.8	469.5	767.4	806.9	786.5	777.3	743.4	745.8	969.7	1064.9	901.4	477.5	428.8	559.2	683.2	689.2	800.9	672.2	712.1
YBR002C	1295.1	2728.0	3499.6	3422.7	3026.5	2852.9	2562.4	2090.5	1863.0	1847.8	1714.0	1558.0	1265.9	1151.2	982.3	1040.7	991.7	1817.4	1910.4	1532.8	1125.2	881.3	787.1	848.7	926.7
YMR227C	841.5	928.9	868.3	960.4	1214.9	1345.8	859.4	560.9	773.8	712.4	701.5	684.8	626.5	656.4	760.9	891.2	834.9	669.8	786.7	686.0	620.7	575.6	703.8	723.1	893.0
YJL097W	6206.9	6021.8	5025.3	4671.8	4402.8	4021.0	4058.7	5310.8	6110.1	5677.3	6198.0	5884.4	5920.0	6021.1	6533.1	7303.0	6422.8	5746.4	6156.9	6209.9	5864.6	5289.8	6313.5	7213.5	5908.4
YNL118C	3321.7	3311.3	2598.8	2789.7	3071.9	3412.0	3462.7	2814.6	2595.6	2589.4	2592.9	2691.7	2644.2	2725.6	2854.0	3763.5	3671.7	2517.6	2502.4	2518.2	2673.1	2853.8	2998.0	4297.0	3806.6
YIL161W	1169.4	1856.2	1812.9	2120.0	2650.7	3059.3	2391.2	1411.3	1299.1	1300.9	1305.6	1230.1	1227.3	1257.2	1313.7	1734.0	1435.7	1251.3	1488.3	1392.6	1401.3	1409.5	1758.4	1520.2	1248.4
YCL054W	1166.7	3405.0	7519.1	8940.4	8764.9	8973.3	7050.8	4463.6	4060.9	3746.0	3170.6	2043.5	1148.2	496.7	372.7	773.3	1012.3	3908.3	4367.0	3405.1	1308.1	229.8	261.6	321.8	896.1
YDR006C	3604.7	5353.0	6819.2	6847.0	5962.0	5948.7	4986.4	4005.6	3137.8	3233.5	3033.5	2784.4	2664.9	2662.1	2854.7	3610.5	3996.8	2922.7	3096.2	2751.7	2616.7	2218.4	2297.0	2719.3	3106.9
YOL019W-A	31.9	36.9	37.1	42.9	47.4	28.2	44.6	31.0	27.0	30.2	37.3	32.9	37.0	32.3	35.9	17.7	19.8	28.7	40.5	36.6	33.1	24.9	35.7	19.6	22.5
YOL162W	3084.3	1838.4	6431.2	7426.0	5577.0	627.4	390.5	505.5	652.7	634.9	691.0	661.8	660.3	731.2	1776.3	2944.3	3221.2	414.2	449.1	424.8	594.7	1201.4	888.1	1489.5	1578.2
YPR121W	2062.5	1813.1	851.2	923.0	1147.2	1344.2	1161.7	3041.7	1221.9	1241.5	1306.7	1186.4	1258.4	1349.3	1400.5	1377.7	1419.9	1097.1	1197.9	1203.3	1170.0	1085.0	1406.4	1718.3	1280.0
YPR031W	1177.8	1273.6	1267.6	1262.2	1079.3	1159.2	926.4	795.0	1079.8	977.1	951.7	882.3	828.2	851.2	849.4	906.4	1026.8	1114.4	1124.6	899.5	733.6	637.8	687.5	885.3	1333.2
YFL039C	23722.3	22309.6	21841.0	20716.5	19546.4	18682.6	21307.0	19993.2	20939.7	21805.8	21601.1	21441.7	21605.9	23054.1	24614.2	24483.1	24523.9	20066.5	19352.3	20327.9	21663.1	21828.4	23504.3	24905.7	24444.7
YFL047W	1189.5	1005.2	822.9	972.9	1292.8	1599.3	1667.2	1647.2	1531.8	1615.0	1441.4	1389.2	1338.3	1330.7	1272.1	1271.1	1261.3	1633.2	1632.1	1516.5	1463.0	1229.0	1630.0	1805.4	1464.3
YDR331W	3568.8	4077.9	3115.2	3507.6	3703.7	3900.3	3327.1	3373.8	3709.2	3227.8	3493.0	3471.8	3316.9	3497.2	3556.1	3638.2	2868.9	3538.7	3963.7	3487.2	3280.7	2947.9	3212.4	3007.1	2584.4
YGR174W-A	1748.1	1382.0	533.8	252.7	123.9	47.8	136.4	106.2	204.9	166.3	266.8	472.3	967.0	1557.2	2479.6	2799.3	2552.1	171.7	235.6	557.9	1135.9	1881.0	2091.1	2503.7	2736.2
YDR515W	682.4	800.6	804.3	784.7	783.5	694.6	595.1	716.3	902.3	797.2	857.5	857.7	837.5	808.7	858.5	631.0	739.7	1071.8	1137.3	787.1	694.3	776.2	959.7	1037.1	972.9
YDL184C	12422.6	13267.2	12872.7	15095.4	16178.4	17301.7	18350.4	16914.0	15993.4	14280.5	15543.8	16041.4	15259.4	14914.4	12927.9	7859.5	7186.3	18441.1	19268.5	17923.5	16923.6	18566.0	16281.5	13488.7	8179.4
YHR128W	2151.9	3509.3	6282.4	7767.5	8466.3	10087.2	7910.0	5967.1	6449.8	6302.2	5877.9	5232.5	4501.9	3363.2	1848.8	1435.3	1670.4	6562.9	6574.3	6296.0	5153.8	3480.5	1689.7	705.8	2028.6
